backup_kind	confidence	rationale	nonstandard_field_data_id	nonstandard_sample_id	canonical_field_data_ids	canonical_sample_ids	taxon_name	date	latitude_rounded	longitude_rounded	canonical_taxon_names	field.MatchedCanonical	field.TaxonId	field.catalogue_number	field.collector_fullname	field.collector_inat	field.collector_orcid	field.comment_eco	field.comment_env	field.date	field.date_created	field.date_updated	field.extracted_id	field.geometry	field.herbivory_percent	field.id	field.inat_upload	field.ipen	field.is_wild	field.latitude	field.longitude	field.match_name	field.name_proposition	field.no_name_on_list	field.observation_subject	field.ott_id	field.picture_cut	field.picture_detail	field.picture_free	field.picture_general	field.picture_panel	field.picture_panel_label	field.project	field.qfield_project	field.rank	field.sample_id	field.sample_name	field.soil_type	field.taxon_name	field.taxon_name_final	field.temperature_°C	field.unique_id	field.unknown	field.user_created	field.user_updated	field.uuid_qfield	field.weather	field.wikidataID	field.x_coord	field.y_coord	directus_row_json
field_data_delete_candidate	high	nonstandard row has one canonical row with same taxon/date/rounded location	72573	dbgi_7	72532	dbgi_007037	rhododendron violaceum	20250625090000	7.113113	46.03264					Émilie Lab					20250625090000	2025-08-12T11:52:04.836Z	2025-08-14T14:02:58.996Z		"{""coordinates"": [7.113113275658054, 46.03263791082201], ""type"": ""Point""}"		72573	0		0	7.1131134	46.03264			0	Leaf		DCIM/jbc/Rhododendron violaceum_dbgi_007037_04.jpg	DCIM/jbc/Rhododendron violaceum_dbgi_007037_03.jpg		DCIM/jbc/Rhododendron violaceum_dbgi_007037_02.jpg	DCIM/jbc/Rhododendron violaceum_dbgi_007037_01.jpg	DCIM/jbc/Rhododendron violaceum_dbgi_007037_05.jpg		jbc		dbgi_7			Rhododendron violaceum					053e0368-4ed8-4569-a070-81a22ad13957	053e0368-4ed8-4569-a070-81a22ad13957				2574794.5	1097952.2	"{""MatchedCanonical"": null, ""TaxonId"": null, ""catalogue_number"": null, ""collector_fullname"": ""Émilie Lab"", ""collector_inat"": null, ""collector_orcid"": null, ""comment_eco"": null, ""comment_env"": null, ""date"": ""20250625090000"", ""date_created"": ""2025-08-12T11:52:04.836Z"", ""date_updated"": ""2025-08-14T14:02:58.996Z"", ""extracted_id"": null, ""geometry"": {""coordinates"": [7.113113275658054, 46.03263791082201], ""type"": ""Point""}, ""herbivory_percent"": null, ""id"": 72573, ""inat_upload"": 0, ""ipen"": null, ""is_wild"": 0, ""latitude"": 7.1131134, ""longitude"": 46.03264, ""match_name"": null, ""name_proposition"": null, ""no_name_on_list"": 0, ""observation_subject"": ""Leaf"", ""ott_id"": null, ""picture_cut"": ""DCIM/jbc/Rhododendron violaceum_dbgi_007037_04.jpg"", ""picture_detail"": ""DCIM/jbc/Rhododendron violaceum_dbgi_007037_03.jpg"", ""picture_free"": null, ""picture_general"": ""DCIM/jbc/Rhododendron violaceum_dbgi_007037_02.jpg"", ""picture_panel"": ""DCIM/jbc/Rhododendron violaceum_dbgi_007037_01.jpg"", ""picture_panel_label"": ""DCIM/jbc/Rhododendron violaceum_dbgi_007037_05.jpg"", ""project"": null, ""qfield_project"": ""jbc"", ""rank"": null, ""sample_id"": ""dbgi_7"", ""sample_name"": null, ""soil_type"": null, ""taxon_name"": ""Rhododendron violaceum"", ""taxon_name_final"": null, ""temperature_°C"": null, ""unique_id"": null, ""unknown"": null, ""user_created"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""user_updated"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""uuid_qfield"": null, ""weather"": null, ""wikidataID"": null, ""x_coord"": 2574794.5, ""y_coord"": 1097952.2}"
field_data_delete_candidate	high	nonstandard row has one canonical row with same taxon/date/rounded location	72574	dbgi_8	72533	dbgi_008683	oxalis valdiviensis	20250625090203	7.113112	46.032654					Émilie Lab					20250625090203	2025-08-12T11:52:04.874Z	2025-08-14T14:02:59.029Z		"{""coordinates"": [7.113112083420712, 46.032653238689576], ""type"": ""Point""}"		72574	0		0	7.113112	46.032654			0	Leaf		DCIM/jbc/Oxalis valdiviensis_dbgi_008683_04.jpg	DCIM/jbc/Oxalis valdiviensis_dbgi_008683_03.jpg		DCIM/jbc/Oxalis valdiviensis_dbgi_008683_02.jpg	DCIM/jbc/Oxalis valdiviensis_dbgi_008683_01.jpg	DCIM/jbc/Oxalis valdiviensis_dbgi_008683_05.jpg		jbc		dbgi_8			Oxalis valdiviensis					053e0368-4ed8-4569-a070-81a22ad13957	053e0368-4ed8-4569-a070-81a22ad13957				2574794.2	1097954	"{""MatchedCanonical"": null, ""TaxonId"": null, ""catalogue_number"": null, ""collector_fullname"": ""Émilie Lab"", ""collector_inat"": null, ""collector_orcid"": null, ""comment_eco"": null, ""comment_env"": null, ""date"": ""20250625090203"", ""date_created"": ""2025-08-12T11:52:04.874Z"", ""date_updated"": ""2025-08-14T14:02:59.029Z"", ""extracted_id"": null, ""geometry"": {""coordinates"": [7.113112083420712, 46.032653238689576], ""type"": ""Point""}, ""herbivory_percent"": null, ""id"": 72574, ""inat_upload"": 0, ""ipen"": null, ""is_wild"": 0, ""latitude"": 7.113112, ""longitude"": 46.032654, ""match_name"": null, ""name_proposition"": null, ""no_name_on_list"": 0, ""observation_subject"": ""Leaf"", ""ott_id"": null, ""picture_cut"": ""DCIM/jbc/Oxalis valdiviensis_dbgi_008683_04.jpg"", ""picture_detail"": ""DCIM/jbc/Oxalis valdiviensis_dbgi_008683_03.jpg"", ""picture_free"": null, ""picture_general"": ""DCIM/jbc/Oxalis valdiviensis_dbgi_008683_02.jpg"", ""picture_panel"": ""DCIM/jbc/Oxalis valdiviensis_dbgi_008683_01.jpg"", ""picture_panel_label"": ""DCIM/jbc/Oxalis valdiviensis_dbgi_008683_05.jpg"", ""project"": null, ""qfield_project"": ""jbc"", ""rank"": null, ""sample_id"": ""dbgi_8"", ""sample_name"": null, ""soil_type"": null, ""taxon_name"": ""Oxalis valdiviensis"", ""taxon_name_final"": null, ""temperature_°C"": null, ""unique_id"": null, ""unknown"": null, ""user_created"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""user_updated"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""uuid_qfield"": null, ""weather"": null, ""wikidataID"": null, ""x_coord"": 2574794.2, ""y_coord"": 1097954}"
field_data_delete_candidate	high	nonstandard row has one canonical row with same taxon/date/rounded location	72575	dbgi_9	72534	dbgi_008450	olearia haastii	20250625090629	7.113133	46.032642					Émilie Lab					20250625090629	2025-08-12T11:52:04.903Z	2025-08-14T14:02:59.061Z		"{""coordinates"": [7.113133067638386, 46.03264103449217], ""type"": ""Point""}"		72575	0		0	7.113133	46.032642			0	Leaf		DCIM/jbc/Olearia haastii_dbgi_008450_04.jpg	DCIM/jbc/Olearia haastii_dbgi_008450_03.jpg		DCIM/jbc/Olearia haastii_dbgi_008450_02.jpg	DCIM/jbc/Olearia haastii_dbgi_008450_01.jpg	DCIM/jbc/Olearia haastii_dbgi_008450_05.jpg		jbc		dbgi_9			Olearia haastii					053e0368-4ed8-4569-a070-81a22ad13957	053e0368-4ed8-4569-a070-81a22ad13957				2574796	1097952.6	"{""MatchedCanonical"": null, ""TaxonId"": null, ""catalogue_number"": null, ""collector_fullname"": ""Émilie Lab"", ""collector_inat"": null, ""collector_orcid"": null, ""comment_eco"": null, ""comment_env"": null, ""date"": ""20250625090629"", ""date_created"": ""2025-08-12T11:52:04.903Z"", ""date_updated"": ""2025-08-14T14:02:59.061Z"", ""extracted_id"": null, ""geometry"": {""coordinates"": [7.113133067638386, 46.03264103449217], ""type"": ""Point""}, ""herbivory_percent"": null, ""id"": 72575, ""inat_upload"": 0, ""ipen"": null, ""is_wild"": 0, ""latitude"": 7.113133, ""longitude"": 46.032642, ""match_name"": null, ""name_proposition"": null, ""no_name_on_list"": 0, ""observation_subject"": ""Leaf"", ""ott_id"": null, ""picture_cut"": ""DCIM/jbc/Olearia haastii_dbgi_008450_04.jpg"", ""picture_detail"": ""DCIM/jbc/Olearia haastii_dbgi_008450_03.jpg"", ""picture_free"": null, ""picture_general"": ""DCIM/jbc/Olearia haastii_dbgi_008450_02.jpg"", ""picture_panel"": ""DCIM/jbc/Olearia haastii_dbgi_008450_01.jpg"", ""picture_panel_label"": ""DCIM/jbc/Olearia haastii_dbgi_008450_05.jpg"", ""project"": null, ""qfield_project"": ""jbc"", ""rank"": null, ""sample_id"": ""dbgi_9"", ""sample_name"": null, ""soil_type"": null, ""taxon_name"": ""Olearia haastii"", ""taxon_name_final"": null, ""temperature_°C"": null, ""unique_id"": null, ""unknown"": null, ""user_created"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""user_updated"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""uuid_qfield"": null, ""weather"": null, ""wikidataID"": null, ""x_coord"": 2574796, ""y_coord"": 1097952.6}"
field_data_delete_candidate	high	nonstandard row has one canonical row with same taxon/date/rounded location	72576	dbgi_10	72535	dbgi_008460	rhododendron lepidotum	20250625091237	7.113162	46.032646					Émilie Lab					20250625091237	2025-08-12T11:52:04.935Z	2025-08-14T14:02:59.094Z		"{""coordinates"": [7.113162751030624, 46.03264648654387], ""type"": ""Point""}"		72576	0		0	7.1131625	46.032646			0	Leaf		DCIM/jbc/Rhododendron lepidotum_dbgi_008460_04.jpg	DCIM/jbc/Rhododendron lepidotum_dbgi_008460_03.jpg		DCIM/jbc/Rhododendron lepidotum_dbgi_008460_02.jpg	DCIM/jbc/Rhododendron lepidotum_dbgi_008460_01.jpg	DCIM/jbc/Rhododendron lepidotum_dbgi_008460_05.jpg		jbc		dbgi_10			Rhododendron lepidotum					053e0368-4ed8-4569-a070-81a22ad13957	053e0368-4ed8-4569-a070-81a22ad13957				2574798.2	1097953.2	"{""MatchedCanonical"": null, ""TaxonId"": null, ""catalogue_number"": null, ""collector_fullname"": ""Émilie Lab"", ""collector_inat"": null, ""collector_orcid"": null, ""comment_eco"": null, ""comment_env"": null, ""date"": ""20250625091237"", ""date_created"": ""2025-08-12T11:52:04.935Z"", ""date_updated"": ""2025-08-14T14:02:59.094Z"", ""extracted_id"": null, ""geometry"": {""coordinates"": [7.113162751030624, 46.03264648654387], ""type"": ""Point""}, ""herbivory_percent"": null, ""id"": 72576, ""inat_upload"": 0, ""ipen"": null, ""is_wild"": 0, ""latitude"": 7.1131625, ""longitude"": 46.032646, ""match_name"": null, ""name_proposition"": null, ""no_name_on_list"": 0, ""observation_subject"": ""Leaf"", ""ott_id"": null, ""picture_cut"": ""DCIM/jbc/Rhododendron lepidotum_dbgi_008460_04.jpg"", ""picture_detail"": ""DCIM/jbc/Rhododendron lepidotum_dbgi_008460_03.jpg"", ""picture_free"": null, ""picture_general"": ""DCIM/jbc/Rhododendron lepidotum_dbgi_008460_02.jpg"", ""picture_panel"": ""DCIM/jbc/Rhododendron lepidotum_dbgi_008460_01.jpg"", ""picture_panel_label"": ""DCIM/jbc/Rhododendron lepidotum_dbgi_008460_05.jpg"", ""project"": null, ""qfield_project"": ""jbc"", ""rank"": null, ""sample_id"": ""dbgi_10"", ""sample_name"": null, ""soil_type"": null, ""taxon_name"": ""Rhododendron lepidotum"", ""taxon_name_final"": null, ""temperature_°C"": null, ""unique_id"": null, ""unknown"": null, ""user_created"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""user_updated"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""uuid_qfield"": null, ""weather"": null, ""wikidataID"": null, ""x_coord"": 2574798.2, ""y_coord"": 1097953.2}"
field_data_delete_candidate	high	nonstandard row has one canonical row with same taxon/date/rounded location	72577	dbgi_11	72536	dbgi_008560	rhododendron insigne	20250625093120	7.11316	46.032627					Émilie Lab					20250625093120	2025-08-12T11:52:04.964Z	2025-08-14T14:02:59.125Z		"{""coordinates"": [7.113159554710228, 46.0326288462498], ""type"": ""Point""}"		72577	0		0	7.1131597	46.032627			0	Leaf		DCIM/jbc/Rhododendron insigne_dbgi_008560_04.jpg	DCIM/jbc/Rhododendron insigne_dbgi_008560_03.jpg		DCIM/jbc/Rhododendron insigne_dbgi_008560_02.jpg	DCIM/jbc/Rhododendron insigne_dbgi_008560_01.jpg	DCIM/jbc/Rhododendron insigne_dbgi_008560_05.jpg		jbc		dbgi_11			Rhododendron insigne					053e0368-4ed8-4569-a070-81a22ad13957	053e0368-4ed8-4569-a070-81a22ad13957				2574798	1097951.2	"{""MatchedCanonical"": null, ""TaxonId"": null, ""catalogue_number"": null, ""collector_fullname"": ""Émilie Lab"", ""collector_inat"": null, ""collector_orcid"": null, ""comment_eco"": null, ""comment_env"": null, ""date"": ""20250625093120"", ""date_created"": ""2025-08-12T11:52:04.964Z"", ""date_updated"": ""2025-08-14T14:02:59.125Z"", ""extracted_id"": null, ""geometry"": {""coordinates"": [7.113159554710228, 46.0326288462498], ""type"": ""Point""}, ""herbivory_percent"": null, ""id"": 72577, ""inat_upload"": 0, ""ipen"": null, ""is_wild"": 0, ""latitude"": 7.1131597, ""longitude"": 46.032627, ""match_name"": null, ""name_proposition"": null, ""no_name_on_list"": 0, ""observation_subject"": ""Leaf"", ""ott_id"": null, ""picture_cut"": ""DCIM/jbc/Rhododendron insigne_dbgi_008560_04.jpg"", ""picture_detail"": ""DCIM/jbc/Rhododendron insigne_dbgi_008560_03.jpg"", ""picture_free"": null, ""picture_general"": ""DCIM/jbc/Rhododendron insigne_dbgi_008560_02.jpg"", ""picture_panel"": ""DCIM/jbc/Rhododendron insigne_dbgi_008560_01.jpg"", ""picture_panel_label"": ""DCIM/jbc/Rhododendron insigne_dbgi_008560_05.jpg"", ""project"": null, ""qfield_project"": ""jbc"", ""rank"": null, ""sample_id"": ""dbgi_11"", ""sample_name"": null, ""soil_type"": null, ""taxon_name"": ""Rhododendron insigne"", ""taxon_name_final"": null, ""temperature_°C"": null, ""unique_id"": null, ""unknown"": null, ""user_created"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""user_updated"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""uuid_qfield"": null, ""weather"": null, ""wikidataID"": null, ""x_coord"": 2574798, ""y_coord"": 1097951.2}"
field_data_delete_candidate	high	nonstandard row has one canonical row with same taxon/date/rounded location	72578	dbgi_12	72537	dbgi_008398	rhododendron hyppophaeoides	20250625093355	7.113205	46.03265					Émilie Lab					20250625093355	2025-08-12T11:52:04.992Z	2025-08-14T14:02:59.159Z		"{""coordinates"": [7.11320564588882, 46.032651210331366], ""type"": ""Point""}"		72578	0		0	7.1132054	46.03265			0	Leaf		DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_04.jpg	DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_03.jpg		DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_02.jpg	DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_01.jpg	DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_05.jpg		jbc		dbgi_12			Rhododendron hyppophaeoides					053e0368-4ed8-4569-a070-81a22ad13957	053e0368-4ed8-4569-a070-81a22ad13957				2574801.5	1097953.8	"{""MatchedCanonical"": null, ""TaxonId"": null, ""catalogue_number"": null, ""collector_fullname"": ""Émilie Lab"", ""collector_inat"": null, ""collector_orcid"": null, ""comment_eco"": null, ""comment_env"": null, ""date"": ""20250625093355"", ""date_created"": ""2025-08-12T11:52:04.992Z"", ""date_updated"": ""2025-08-14T14:02:59.159Z"", ""extracted_id"": null, ""geometry"": {""coordinates"": [7.11320564588882, 46.032651210331366], ""type"": ""Point""}, ""herbivory_percent"": null, ""id"": 72578, ""inat_upload"": 0, ""ipen"": null, ""is_wild"": 0, ""latitude"": 7.1132054, ""longitude"": 46.03265, ""match_name"": null, ""name_proposition"": null, ""no_name_on_list"": 0, ""observation_subject"": ""Leaf"", ""ott_id"": null, ""picture_cut"": ""DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_04.jpg"", ""picture_detail"": ""DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_03.jpg"", ""picture_free"": null, ""picture_general"": ""DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_02.jpg"", ""picture_panel"": ""DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_01.jpg"", ""picture_panel_label"": ""DCIM/jbc/Rhododendron hyppophaeoides_dbgi_008398_05.jpg"", ""project"": null, ""qfield_project"": ""jbc"", ""rank"": null, ""sample_id"": ""dbgi_12"", ""sample_name"": null, ""soil_type"": null, ""taxon_name"": ""Rhododendron hyppophaeoides"", ""taxon_name_final"": null, ""temperature_°C"": null, ""unique_id"": null, ""unknown"": null, ""user_created"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""user_updated"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""uuid_qfield"": null, ""weather"": null, ""wikidataID"": null, ""x_coord"": 2574801.5, ""y_coord"": 1097953.8}"
field_data_delete_candidate	high	nonstandard row has one canonical row with same taxon/date/rounded location	72579	dbgi_13	72538	dbgi_008474	chamaecytisus aggregatus	20250625093702	7.11319	46.032642					Émilie Lab					20250625093702	2025-08-12T11:52:05.030Z	2025-08-14T14:02:59.190Z		"{""coordinates"": [7.113190292850049, 46.03264196701596], ""type"": ""Point""}"		72579	0		0	7.11319	46.032642			0	Leaf		DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_04.jpg	DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_03.jpg		DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_02.jpg	DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_01.jpg	DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_05.jpg		jbc		dbgi_13			Chamaecytisus aggregatus					053e0368-4ed8-4569-a070-81a22ad13957	053e0368-4ed8-4569-a070-81a22ad13957				2574800.5	1097952.8	"{""MatchedCanonical"": null, ""TaxonId"": null, ""catalogue_number"": null, ""collector_fullname"": ""Émilie Lab"", ""collector_inat"": null, ""collector_orcid"": null, ""comment_eco"": null, ""comment_env"": null, ""date"": ""20250625093702"", ""date_created"": ""2025-08-12T11:52:05.030Z"", ""date_updated"": ""2025-08-14T14:02:59.190Z"", ""extracted_id"": null, ""geometry"": {""coordinates"": [7.113190292850049, 46.03264196701596], ""type"": ""Point""}, ""herbivory_percent"": null, ""id"": 72579, ""inat_upload"": 0, ""ipen"": null, ""is_wild"": 0, ""latitude"": 7.11319, ""longitude"": 46.032642, ""match_name"": null, ""name_proposition"": null, ""no_name_on_list"": 0, ""observation_subject"": ""Leaf"", ""ott_id"": null, ""picture_cut"": ""DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_04.jpg"", ""picture_detail"": ""DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_03.jpg"", ""picture_free"": null, ""picture_general"": ""DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_02.jpg"", ""picture_panel"": ""DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_01.jpg"", ""picture_panel_label"": ""DCIM/jbc/Chamaecytisus aggregatus_dbgi_008474_05.jpg"", ""project"": null, ""qfield_project"": ""jbc"", ""rank"": null, ""sample_id"": ""dbgi_13"", ""sample_name"": null, ""soil_type"": null, ""taxon_name"": ""Chamaecytisus aggregatus"", ""taxon_name_final"": null, ""temperature_°C"": null, ""unique_id"": null, ""unknown"": null, ""user_created"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""user_updated"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""uuid_qfield"": null, ""weather"": null, ""wikidataID"": null, ""x_coord"": 2574800.5, ""y_coord"": 1097952.8}"
field_data_delete_candidate	high	nonstandard row has one canonical row with same taxon/date/rounded location	72580	dbgi_14	72539	dbgi_008512	rhododendron keleticum	20250625094138	7.113055	46.032673					Émilie Lab					20250625094138	2025-08-12T11:52:05.057Z	2025-08-14T14:02:59.223Z		"{""coordinates"": [7.113054743597842, 46.03267146995078], ""type"": ""Point""}"		72580	0		0	7.1130548	46.032673			0	Leaf		DCIM/jbc/Rhododendron keleticum_dbgi_008512_04.jpg	DCIM/jbc/Rhododendron keleticum_dbgi_008512_03.jpg		DCIM/jbc/Rhododendron keleticum_dbgi_008512_02.jpg	DCIM/jbc/Rhododendron keleticum_dbgi_008512_01.jpg	DCIM/jbc/Rhododendron keleticum_dbgi_008512_05.jpg		jbc		dbgi_14			Rhododendron keleticum					053e0368-4ed8-4569-a070-81a22ad13957	053e0368-4ed8-4569-a070-81a22ad13957				2574790	1097956	"{""MatchedCanonical"": null, ""TaxonId"": null, ""catalogue_number"": null, ""collector_fullname"": ""Émilie Lab"", ""collector_inat"": null, ""collector_orcid"": null, ""comment_eco"": null, ""comment_env"": null, ""date"": ""20250625094138"", ""date_created"": ""2025-08-12T11:52:05.057Z"", ""date_updated"": ""2025-08-14T14:02:59.223Z"", ""extracted_id"": null, ""geometry"": {""coordinates"": [7.113054743597842, 46.03267146995078], ""type"": ""Point""}, ""herbivory_percent"": null, ""id"": 72580, ""inat_upload"": 0, ""ipen"": null, ""is_wild"": 0, ""latitude"": 7.1130548, ""longitude"": 46.032673, ""match_name"": null, ""name_proposition"": null, ""no_name_on_list"": 0, ""observation_subject"": ""Leaf"", ""ott_id"": null, ""picture_cut"": ""DCIM/jbc/Rhododendron keleticum_dbgi_008512_04.jpg"", ""picture_detail"": ""DCIM/jbc/Rhododendron keleticum_dbgi_008512_03.jpg"", ""picture_free"": null, ""picture_general"": ""DCIM/jbc/Rhododendron keleticum_dbgi_008512_02.jpg"", ""picture_panel"": ""DCIM/jbc/Rhododendron keleticum_dbgi_008512_01.jpg"", ""picture_panel_label"": ""DCIM/jbc/Rhododendron keleticum_dbgi_008512_05.jpg"", ""project"": null, ""qfield_project"": ""jbc"", ""rank"": null, ""sample_id"": ""dbgi_14"", ""sample_name"": null, ""soil_type"": null, ""taxon_name"": ""Rhododendron keleticum"", ""taxon_name_final"": null, ""temperature_°C"": null, ""unique_id"": null, ""unknown"": null, ""user_created"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""user_updated"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""uuid_qfield"": null, ""weather"": null, ""wikidataID"": null, ""x_coord"": 2574790, ""y_coord"": 1097956}"
field_data_delete_candidate	high	nonstandard row has one canonical row with same taxon/date/rounded location	72581	dbgi_15	72540	dbgi_008433	salix rotundifolia	20250625094313	7.113077	46.032677					Émilie Lab					20250625094313	2025-08-12T11:52:05.090Z	2025-08-14T14:02:59.255Z		"{""coordinates"": [7.113076722983076, 46.032676899675415], ""type"": ""Point""}"		72581	0		0	7.1130767	46.032677			0	Leaf		DCIM/jbc/Salix rotundifolia_dbgi_008433_04.jpg	DCIM/jbc/Salix rotundifolia_dbgi_008433_03.jpg		DCIM/jbc/Salix rotundifolia_dbgi_008433_02.jpg	DCIM/jbc/Salix rotundifolia_dbgi_008433_01.jpg	DCIM/jbc/Salix rotundifolia_dbgi_008433_05.jpg		jbc		dbgi_15			Salix rotundifolia					053e0368-4ed8-4569-a070-81a22ad13957	053e0368-4ed8-4569-a070-81a22ad13957				2574791.8	1097956.6	"{""MatchedCanonical"": null, ""TaxonId"": null, ""catalogue_number"": null, ""collector_fullname"": ""Émilie Lab"", ""collector_inat"": null, ""collector_orcid"": null, ""comment_eco"": null, ""comment_env"": null, ""date"": ""20250625094313"", ""date_created"": ""2025-08-12T11:52:05.090Z"", ""date_updated"": ""2025-08-14T14:02:59.255Z"", ""extracted_id"": null, ""geometry"": {""coordinates"": [7.113076722983076, 46.032676899675415], ""type"": ""Point""}, ""herbivory_percent"": null, ""id"": 72581, ""inat_upload"": 0, ""ipen"": null, ""is_wild"": 0, ""latitude"": 7.1130767, ""longitude"": 46.032677, ""match_name"": null, ""name_proposition"": null, ""no_name_on_list"": 0, ""observation_subject"": ""Leaf"", ""ott_id"": null, ""picture_cut"": ""DCIM/jbc/Salix rotundifolia_dbgi_008433_04.jpg"", ""picture_detail"": ""DCIM/jbc/Salix rotundifolia_dbgi_008433_03.jpg"", ""picture_free"": null, ""picture_general"": ""DCIM/jbc/Salix rotundifolia_dbgi_008433_02.jpg"", ""picture_panel"": ""DCIM/jbc/Salix rotundifolia_dbgi_008433_01.jpg"", ""picture_panel_label"": ""DCIM/jbc/Salix rotundifolia_dbgi_008433_05.jpg"", ""project"": null, ""qfield_project"": ""jbc"", ""rank"": null, ""sample_id"": ""dbgi_15"", ""sample_name"": null, ""soil_type"": null, ""taxon_name"": ""Salix rotundifolia"", ""taxon_name_final"": null, ""temperature_°C"": null, ""unique_id"": null, ""unknown"": null, ""user_created"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""user_updated"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""uuid_qfield"": null, ""weather"": null, ""wikidataID"": null, ""x_coord"": 2574791.8, ""y_coord"": 1097956.6}"
field_data_delete_candidate	high	nonstandard row has one canonical row with same taxon/date/rounded location	72582	dbgi_16	72541	dbgi_008476	wulfenia carinthiaca	20250625094543	7.113052	46.032684					Émilie Lab					20250625094543	2025-08-12T11:52:05.121Z	2025-08-14T14:02:59.288Z		"{""coordinates"": [7.113052464521656, 46.03268449496602], ""type"": ""Point""}"		72582	0		0	7.1130524	46.032684			0	Leaf		DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_04.jpg	DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_03.jpg		DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_02.jpg	DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_01.jpg	DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_05.jpg		jbc		dbgi_16			Wulfenia carinthiaca					053e0368-4ed8-4569-a070-81a22ad13957	053e0368-4ed8-4569-a070-81a22ad13957				2574789.8	1097957.5	"{""MatchedCanonical"": null, ""TaxonId"": null, ""catalogue_number"": null, ""collector_fullname"": ""Émilie Lab"", ""collector_inat"": null, ""collector_orcid"": null, ""comment_eco"": null, ""comment_env"": null, ""date"": ""20250625094543"", ""date_created"": ""2025-08-12T11:52:05.121Z"", ""date_updated"": ""2025-08-14T14:02:59.288Z"", ""extracted_id"": null, ""geometry"": {""coordinates"": [7.113052464521656, 46.03268449496602], ""type"": ""Point""}, ""herbivory_percent"": null, ""id"": 72582, ""inat_upload"": 0, ""ipen"": null, ""is_wild"": 0, ""latitude"": 7.1130524, ""longitude"": 46.032684, ""match_name"": null, ""name_proposition"": null, ""no_name_on_list"": 0, ""observation_subject"": ""Leaf"", ""ott_id"": null, ""picture_cut"": ""DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_04.jpg"", ""picture_detail"": ""DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_03.jpg"", ""picture_free"": null, ""picture_general"": ""DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_02.jpg"", ""picture_panel"": ""DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_01.jpg"", ""picture_panel_label"": ""DCIM/jbc/Wulfenia carinthiaca_dbgi_008476_05.jpg"", ""project"": null, ""qfield_project"": ""jbc"", ""rank"": null, ""sample_id"": ""dbgi_16"", ""sample_name"": null, ""soil_type"": null, ""taxon_name"": ""Wulfenia carinthiaca"", ""taxon_name_final"": null, ""temperature_°C"": null, ""unique_id"": null, ""unknown"": null, ""user_created"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""user_updated"": ""053e0368-4ed8-4569-a070-81a22ad13957"", ""uuid_qfield"": null, ""weather"": null, ""wikidataID"": null, ""x_coord"": 2574789.8, ""y_coord"": 1097957.5}"
