project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	issue
jbp	74200	dbgi_009823	canonical	dbgi_009823				20250815171402	14.419965	50.123383	out_of_ch_range	coordinates_out_of_ch_range
jbp	74201	dbgi_009827	canonical	dbgi_009827				20250815171622	14.419965	50.123383	out_of_ch_range	coordinates_out_of_ch_range
jbp	74202	dbgi_009856	canonical	dbgi_009856	Aconitum carmichaelii			20250815171926	14.419545	50.123394	out_of_ch_range	coordinates_out_of_ch_range
jbp	74203	dbgi_009852	canonical	dbgi_009852	Aconitum carmichaelii			20250815172028	14.419545	50.123394	out_of_ch_range	coordinates_out_of_ch_range
jbp	74204	dbgi_009846	canonical	dbgi_009846				20250818094748	14.414391	50.117977	out_of_ch_range	coordinates_out_of_ch_range
jbp	74205	dbgi_009826	canonical	dbgi_009826				20250818095238	14.414391	50.117977	out_of_ch_range	coordinates_out_of_ch_range
jbp	74206	dbgi_009855	canonical	dbgi_009855	Artemisia frigida			20250818095801	14.414413	50.118004	out_of_ch_range	coordinates_out_of_ch_range
jbp	74207	dbgi_009821	canonical	dbgi_009821	Artemisia frigida			20250818100320	14.414415	50.118008	out_of_ch_range	coordinates_out_of_ch_range
jbp	74208	dbgi_009836	canonical	dbgi_009836	Artemisia pontica			20250818100636	14.414472	50.1187	out_of_ch_range	coordinates_out_of_ch_range
jbp	74209	dbgi_009866	canonical	dbgi_009866	Artemisia pontica			20250818100913	14.414472	50.1187	out_of_ch_range	coordinates_out_of_ch_range
jbp	74210	dbgi_009891	canonical	dbgi_009891				20250818101434	14.414206	50.11851	out_of_ch_range	coordinates_out_of_ch_range
jbp	74211	dbgi_009895	canonical	dbgi_009895	Artemisia alba			20250818101704	14.414206	50.11851	out_of_ch_range	coordinates_out_of_ch_range
jbp	74212	dbgi_009905	canonical	dbgi_009905	Artemisia santonicum			20250818102123	14.414769	50.11836	out_of_ch_range	coordinates_out_of_ch_range
jbp	74213	dbgi_009818	canonical	dbgi_009818	Artemisia santonicum			20250818102303	14.414769	50.11836	out_of_ch_range	coordinates_out_of_ch_range
jbp	74214	dbgi_009853	canonical	dbgi_009853	Artemisia dracunculus			20250818102554	14.414895	50.118736	out_of_ch_range	coordinates_out_of_ch_range
jbp	74215	dbgi_009850	canonical	dbgi_009850	Artemisia dracunculus			20250818102935	14.414895	50.118736	out_of_ch_range	coordinates_out_of_ch_range
jbp	74216	dbgi_009825	canonical	dbgi_009825	Artemisia abrotanum			20250818103208	14.41499	50.11879	out_of_ch_range	coordinates_out_of_ch_range
jbp	74217	dbgi_009910	canonical	dbgi_009910	Artemisia abrotanum			20250818103609	14.41499	50.11879	out_of_ch_range	coordinates_out_of_ch_range
jbp	74218	dbgi_009872	canonical	dbgi_009872	Artemisia absinthium			20250818103921	14.414989	50.118793	out_of_ch_range	coordinates_out_of_ch_range
jbp	74219	dbgi_009870	canonical	dbgi_009870	Artemisia absinthium			20250818104214	14.414989	50.118793	out_of_ch_range	coordinates_out_of_ch_range
jbp	74220	dbgi_009880	canonical	dbgi_009880	Inula hirta			20250818120109	14.415007	50.119648	out_of_ch_range	coordinates_out_of_ch_range
jbp	74221	dbgi_009893	canonical	dbgi_009893	Inula hirta			20250818120622	14.415007	50.119648	out_of_ch_range	coordinates_out_of_ch_range
jbp	74222	dbgi_009906	canonical	dbgi_009906	Inula hirta			20250818121137	14.415007	50.119648	out_of_ch_range	coordinates_out_of_ch_range
jbp	74223	dbgi_009841	canonical	dbgi_009841	Inula oculus-christi			20250818121552	14.415001	50.119663	out_of_ch_range	coordinates_out_of_ch_range
jbp	74224	dbgi_009904	canonical	dbgi_009904	Inula oculus-christi			20250818121805	14.415001	50.119663	out_of_ch_range	coordinates_out_of_ch_range
jbp	74225	dbgi_009832	canonical	dbgi_009832	Inula oculus-christi			20250818121950	14.415001	50.119663	out_of_ch_range	coordinates_out_of_ch_range
jbp	74226	dbgi_009876	canonical	dbgi_009876	Inula ensifolia			20250818122152	14.414995	50.11968	out_of_ch_range	coordinates_out_of_ch_range
jbp	74227	dbgi_009908	canonical	dbgi_009908	Inula ensifolia			20250818122333	14.414995	50.11968	out_of_ch_range	coordinates_out_of_ch_range
jbp	74228	dbgi_009894	canonical	dbgi_009894	Inula ensifolia			20250818122616	14.414995	50.11968	out_of_ch_range	coordinates_out_of_ch_range
